main_category,title,average_rating,rating_number,features,description,price,images,videos,store,categories,details,parent_asin,bought_together,combined_text,processed_text
Video Games,Eastward Standard - Switch [Digital Code],4.6,59,"['Playable at September 16 2021', 'Escape the tyrannical clutches of a subterranean society and join Eastward’s unlikely duo on an exciting adventure to the land above', 'Discover beautiful yet bizarre settlements and make new friends as you travel across the world by rail.']","['Next stop... Eastward!', 'Escape the tyrannical clutches of a subterranean society and join Eastward’s unlikely duo on an exciting adventure to the land above! Discover beautiful yet bizarre settlements and make new friends as you travel across the world by rail.', 'Combine John and Sam’s skills to solve dungeon puzzles, take down unusual enemies, and survive the deadly miasma. Can you uncover the truth behind Sam’s mystic powers and bring back harmony to Eastward’s ravaged lands?', 'Discover the wonderfully weird world of Eastward. Jump aboard the cross-country railway which spans this decaying continent, stopping off to explore its bustling towns, curious campsites and shady forests.', 'Discover the wonderfully weird world of Eastward. Jump aboard the cross-country railway which spans this decaying continent, stopping off to explore its bustling towns, curious campsites and shady forests.', 'Fend off peculiar monsters and ferocious bosses with your weapon of choice - be it a gun, flamethrower or your trusty ol’ frying pan.', 'Fend off peculiar monsters and ferocious bosses with your weapon of choice - be it a gun, flamethrower or your trusty ol’ frying pan.', 'Switch between controlling John and Sam to solve environmental puzzles and fight your way through formidable dungeons, separating to unlock hidden paths or sticking together as you traverse a perilous landscape.', 'Switch between controlling John and Sam to solve environmental puzzles and fight your way through formidable dungeons, separating to unlock hidden paths or sticking together as you traverse a perilous landscape.', 'Get to know a quirky cast of characters with oodles of personality, as you immerse yourself in this heartwarming story-driven adventure, packed with fun and wacky humour.', 'Get to know a quirky cast of characters with oodles of personality, as you immerse yourself in this heartwarming story-driven adventure, packed with fun and wacky humour.', 'Create deliciously authentic Eastwardian cuisine using (mostly) fresh, organic ingredients from toxic forests, infested mines and abandoned malls. These delicacies will grant health bonuses, power boosts and secret boons.', 'Create deliciously authentic Eastwardian cuisine using (mostly) fresh, organic ingredients from toxic forests, infested mines and abandoned malls. These delicacies will grant health bonuses, power boosts and secret boons.', 'Nintendo Play', 'account required to download and install.']",24.99,"[{'thumb': 'https://m.media-amazon.com/images/I/51S5G4aU+7L._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51S5G4aU+7L.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/814GwUG2whL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51uvvsEJLgL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51uvvsEJLgL.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/71THKn6MQpL._SL1280_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51ugk-jSgiL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51ugk-jSgiL.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/71Y38gqpDNL._SL1280_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41entWoKSUL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41entWoKSUL.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/71p+7QRLZuL._SL1280_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51Vt-N3R-nL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51Vt-N3R-nL.jpg', 'variant': 'PT04', 'hi_res': 'https://m.media-amazon.com/images/I/71VHs5DNReL._SL1280_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41MP6nMEXWL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41MP6nMEXWL.jpg', 'variant': 'PT05', 'hi_res': 'https://m.media-amazon.com/images/I/61C0OFNnlqL._SL1280_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51cjPZg1gjL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51cjPZg1gjL.jpg', 'variant': 'PT06', 'hi_res': 'https://m.media-amazon.com/images/I/71ZcYvlbaTL._SL1280_.jpg'}]",[],Chucklefish Limited,"['Video Games', 'Nintendo Switch', 'Games']","{'Release date': 'August 17, 2021', 'Best Sellers Rank': {'Video Games': 37422, 'Nintendo Switch Games': 2010}, 'Pricing': 'The strikethrough price is the List Price. Savings represents a discount off the List Price.', 'Countries': '', 'Return Policy': 'This product is non-returnable and non-refundable.', 'Terms of Use': 'By placing your order, you agree to our Games and Software Terms of Use.', 'Type of item': 'Software Download', 'Rated': 'Teen', 'Manufacturer': 'Chucklefish Limited', 'Date First Available': 'August 17, 2021'}",B09CZ5KT88,,Video Games Video Games Nintendo Switch Games,video game video game nintendo switch game
Video Games,MADE IN USA SKIN STICKER PROTECTOR FOR XBOX ONE KINECT AND CONTROLLER,4.5,2,[],[],,"[{'thumb': 'https://m.media-amazon.com/images/I/51Tj10YVN4L._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51Tj10YVN4L.jpg', 'variant': 'MAIN', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/51FnfVk3kkL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51FnfVk3kkL.jpg', 'variant': 'PT01', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/41wOvhWOOIL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41wOvhWOOIL.jpg', 'variant': 'PT02', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/515fI7p6NEL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/515fI7p6NEL.jpg', 'variant': 'PT03', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/515fI7p6NEL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/515fI7p6NEL.jpg', 'variant': 'PT04', 'hi_res': None}]",[],,"['Video Games', 'Xbox One', 'Accessories', 'Faceplates, Protectors & Skins']","{'Pricing': 'The strikethrough price is the List Price. Savings represents a discount off the List Price.', 'Package Dimensions': '13.5 x 7.8 x 0.1 inches; 1.6 Ounces', 'Type of item': 'Video Game', 'Item model number': 'GSTM0159', 'Is Discontinued By Manufacturer': 'No', 'Item Weight': '1.6 ounces', 'Date First Available': 'September 10, 2016'}",B01B45DZ8I,,"Video Games Video Games Xbox One Accessories Faceplates, Protectors & Skins",video game video game xbox one accessory faceplate protector skin
Video Games,UniqueDecal Protective Vinyl Pure Gold Hot Skin Decals Cover for Sony PlayStation 4 PS4 Console and 2 PS4 Controller Sticker Skins,3.0,5,[],[],,"[{'thumb': 'https://m.media-amazon.com/images/I/41kOFhQ4U3L._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41kOFhQ4U3L.jpg', 'variant': 'MAIN', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/31DmKqJS4WL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/31DmKqJS4WL.jpg', 'variant': 'PT01', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/51chBT0yKBL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51chBT0yKBL.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/8197EkyNhaL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41CWOgzIGhL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41CWOgzIGhL.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/51m3kqe+4qL._SL1001_.jpg'}]",[],,"['Video Games', 'PlayStation 4', 'Accessories', 'Faceplates, Protectors & Skins']","{'Pricing': 'The strikethrough price is the List Price. Savings represents a discount off the List Price.', 'Package Dimensions': '13.4 x 8.9 x 0.1 inches; 2.4 Ounces', 'Type of item': 'Accessory', 'Item Weight': '2.4 ounces', 'Date First Available': 'March 31, 2015'}",B00K7MDASA,,"Video Games Video Games PlayStation 4 Accessories Faceplates, Protectors & Skins",video game video game playstation accessory faceplate protector skin
Computers,Silicone Grips Cap Thumb Stick Joystick Grips For PS4 PS3 Xbox 360 Xbox One Controller Game Accessories,3.7,45,"['Football team Silicone colorful Cap Thumb Stick Joystick Grip', 'Packing including : 2 PCS', 'Color: Black + Red', 'makes your controller fashion all the time.']","['Have any questions or comments, please feel free to contact. Wish you a happy online shopping!']",,"[{'thumb': 'https://m.media-amazon.com/images/I/31d5ehuAzyL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31d5ehuAzyL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/61KvUD6yHuL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31v+yfQxLeL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31v+yfQxLeL._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/41yMH7M3D1L._AC_SL1024_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31NoK7cGFUL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31NoK7cGFUL._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/41r4RIQT2QL._AC_SL1024_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31i+EDMQPWL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31i+EDMQPWL._AC_.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/51K5Ou-h8qL._AC_SL1024_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41YjJbOZ5ML._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41YjJbOZ5ML._AC_.jpg', 'variant': 'PT04', 'hi_res': 'https://m.media-amazon.com/images/I/718bn08jwrL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41gHUglSP5L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41gHUglSP5L._AC_.jpg', 'variant': 'PT05', 'hi_res': 'https://m.media-amazon.com/images/I/71Eq7aWPXOL._AC_SL1500_.jpg'}]",[],Perfect PCA,"['Video Games', 'Legacy Systems', 'Xbox Systems', 'Xbox 360', 'Accessories', 'Controllers', 'Gamepads & Standard Controllers']","{'Package Dimensions': '2.6 x 1 x 0.1 inches', 'Item Weight': '0.81 ounces', 'Manufacturer': 'Perfect PCA', 'Best Sellers Rank': {'Video Games': 94491, 'Xbox 360 Gamepads & Standard Controllers': 205, 'PlayStation 4 Gamepads & Standard Controllers': 725, 'Xbox One Gamepads & Standard Controllers': 858}, 'Is Discontinued By Manufacturer': 'No', 'Date First Available': 'October 4, 2016', 'Compatible Devices': 'Gaming Console', 'Material': 'Silicone', 'Brand': 'Perfect PCA'}",B01LXR4GH1,,Computers Video Games Legacy Systems Xbox Systems Xbox 360 Accessories Controllers Gamepads & Standard Controllers,computer video game legacy system xbox system xbox accessory controller gamepads standard controller
Video Games,FIFA 21 - 1050 FUT Points - PS4 [Digital Code],4.2,62,"['1050 FUT Points', 'Use FIFA Points to purchase packs and help build your Ultimate Team or to enter FUT Draft.']","['Use FIFA Points to purchase packs and help build your Ultimate Team or to enter FUT Draft. Build your dream squad and play together in the most popular mode in FIFA.', 'PlayStation Network', 'account required to download and install.']",,"[{'thumb': 'https://m.media-amazon.com/images/I/51auzCTiadL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51auzCTiadL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/812Fg0I-v8L._SL1500_.jpg'}]",[],Electronic Arts,"['Video Games', 'Online Game Services', 'PlayStation Network', 'Store Currency Cards']","{'Release date': 'September 10, 2020', 'Pricing': 'The strikethrough price is the List Price. Savings represents a discount off the List Price.', 'Countries': '', 'Return Policy': 'This product is non-returnable and non-refundable.', 'Terms of Use': 'By placing your order, you agree to our Games and Software Terms of Use.', 'Type of item': 'Software Download', 'Rated': 'Everyone', 'Manufacturer': 'Electronic Arts', 'Date First Available': 'September 10, 2020'}",B08J248GXK,,Video Games Video Games Online Game Services PlayStation Network Store Currency Cards,video game video game online game service playstation network store currency card
Video Games,"Farming, Agriculture and Woodcutting Simulator Triple Pack (PC DVD) (UK IMPORT)",1.0,1,[],[],,"[{'thumb': 'https://m.media-amazon.com/images/I/51urvXGdUFL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51urvXGdUFL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71viKh-veRL._SL1111_.jpg'}]",[],Focus Multimedia Ltd,[],"{'Pricing': 'The strikethrough price is the List Price. Savings represents a discount off the List Price.', 'Type of item': 'DVD-ROM', 'Rated': 'Everyone', 'Manufacturer': 'Focus Multimedia Ltd', 'Date First Available': 'June 7, 2013'}",B00D8YX2OG,,Video Games ,video game
Video Games,Monkey King: Hero Is Back - PlayStation 4,4.1,139,"['Combination of cool oriental action and comic gags', 'Special abilities and extraordinary moves', 'Never before seen episodes and hightlights from the movie', 'Simple controls and maneuverability', 'New enemy characters']","['A new, never-before-seen chapter in the Chinese Legend of journey to the West is about to unfold! Based on the 2015 Chinese box office record-shattering cg animated film Monkey King: hero is back, this adaptation pits the great Sage himself, Sun wukong, newly freed after 500 years of imprisonment, with liuer, a young boy who looks up to the Monkey King in a journey that brings them close together. Featuring new episodes not portrayed in the original film, this game combines epic, larger than life Chinese mythology with flashy and funny kung Fu action for a delightful, pulse-pounding action adventure!']",29.99,"[{'thumb': 'https://m.media-amazon.com/images/I/51ullG1sbfL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51ullG1sbfL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71t4iw9M9dL._SL1215_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51ygpuFzHsL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51ygpuFzHsL.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/91HnWnJcjbL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51jO17ATJaL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51jO17ATJaL.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/91dXRIMEnDL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51nOQk0KNvL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51nOQk0KNvL.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/91QUCzOBO1L._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51kKr-zxTLL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51kKr-zxTLL.jpg', 'variant': 'PT04', 'hi_res': 'https://m.media-amazon.com/images/I/811Cgh-KyYL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51u3lzpYQXL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51u3lzpYQXL.jpg', 'variant': 'PT05', 'hi_res': 'https://m.media-amazon.com/images/I/81zBouaPKEL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51lBX3ltyjL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51lBX3ltyjL.jpg', 'variant': 'PT08', 'hi_res': 'https://m.media-amazon.com/images/I/91H5UnWOq4L._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51e0kbw3wjL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51e0kbw3wjL.jpg', 'variant': 'PT09', 'hi_res': 'https://m.media-amazon.com/images/I/91Xx7FGuaEL._SL1500_.jpg'}]",[],THQ Nordic,"['Video Games', 'PlayStation 4', 'Games']","{'Release date': 'October 17, 2019', 'Best Sellers Rank': {'Video Games': 62067, 'PlayStation 4 Games': 3047}, 'Pricing': 'The strikethrough price is the List Price. Savings represents a discount off the List Price.', 'Product Dimensions': '0.4 x 5.3 x 6.7 inches; 0.96 Ounces', 'Type of item': 'Video Game', 'Rated': 'Teen', 'Item model number': '22301', 'Item Weight': '0.96 ounces', 'Manufacturer': 'THQ Nordic', 'Date First Available': 'August 14, 2019'}",B07WMSTPBS,,Video Games Video Games PlayStation 4 Games,video game video game playstation game
Video Games,Hunt: Showdown,4.1,505,"['Match based pvpve: climb up the ranks and Stand your ground against the best players 20-40 minutes of playtime per session', 'Tactical sandbox: chose your own playing style and solve problems you encounter your way', 'Open, highly Replay able maps: use tools, tactics and a feature rich environment to turn the odds in your favour', 'High tension survival gameplay: fight over bounty against other Hunter teams in a world full of challenging AI', 'High risk/ high rewards: gamble with your life. Earn rewards and upgrades vs. The fear of losing your character forever']","[""Savage, nightmarish monsters roam the Louisiana swamps, and you are part of a group of rugged bounty hunters bound to rid the world of their ghastly presence. Banish these creatures from our world, and you will be paid generous-and given the chance to Buy more gruesome and powerful weapons. Fail, and death will strip you of both character and gear. Your experience, however, remains in your pool of hunters-called your bloodline-always. High risk, high reward, high tension hunt's competitive, match-based gameplay mixes PvP and pve elements to create a uniquely tense experience where your life, your character, and your Gear are always on the line. At the Beginning of each bounty hunt match, depending on whether you have chosen team play or solo play, up to five teams of two or ten solo players set out to track their monstrous targets. Once They've found and defeated One of these they will receive a bounty-and instantly become a target for every other Hunter left on the map. If you don't watch your back, you'll find a knife in it, and your last memory will be of someone else Walking away with your prize. The higher the risk, the higher the reward-but a single mistake could cost you everything. Hunt's quick play game mode offers a shorter match, during which up to ten individual players race to scavenge Gear and find and close four Rifts as they compete for a diminishing pool of bounty. First Hunter to the final Rift absorbs its energy, but must survive the final count down to complete the mission-while the other hunters attempt to take them out and take the prize for themselves. When the timer runs out the winner keeps their Hunter, while the rest perish.""]",,"[{'thumb': 'https://m.media-amazon.com/images/I/41q6-wbW6YL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41q6-wbW6YL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/81eCKeqoI0L._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41WkpXpXocL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41WkpXpXocL.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/71PrjLFMJbL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/512NAe6RNZL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/512NAe6RNZL.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/81GSTsdeKtL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41cRRu0qY3L._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41cRRu0qY3L.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/61ihHstVhJL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31k-W138qqL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/31k-W138qqL.jpg', 'variant': 'PT04', 'hi_res': 'https://m.media-amazon.com/images/I/71Yz4wl5ZlL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41Cj3IrfSBL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41Cj3IrfSBL.jpg', 'variant': 'PT05', 'hi_res': 'https://m.media-amazon.com/images/I/61z6bR6mc4L._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51onF7RteZL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51onF7RteZL.jpg', 'variant': 'PT06', 'hi_res': 'https://m.media-amazon.com/images/I/71-L3VX988L._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31KzRV33fAL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/31KzRV33fAL.jpg', 'variant': 'PT07', 'hi_res': 'https://m.media-amazon.com/images/I/51eqfREOkgL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41+gpWl-QRL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41+gpWl-QRL.jpg', 'variant': 'PT08', 'hi_res': 'https://m.media-amazon.com/images/I/61gzdcRDeeL._SL1500_.jpg'}]","[{'title': 'Hunt: Showdown Review', 'url': 'https://www.amazon.com/vdp/61b1295fc7de4a1b9abe9cc0aa411b47?ref=dp_vse_rvc_0', 'user_id': 'AGDM4DTRJQXJFD3KBJUKK73M22AA'}]",Deep Silver,"['Video Games', 'Xbox One', 'Games']","{'Release date': 'February 18, 2020', 'Best Sellers Rank': {'Video Games': 75577, 'Xbox One Games': 1984}, 'Pricing': 'The strikethrough price is the List Price. Savings represents a discount off the List Price.', 'Product Dimensions': '0.6 x 5.3 x 6.7 inches; 0.32 Ounces', 'Type of item': 'Video Game', 'Rated': 'Mature', 'Item model number': '17128', 'Item Weight': '0.32 ounces', 'Manufacturer': 'Deep Silver', 'Date First Available': 'August 9, 2019'}",B07XKVQWMP,,Video Games Video Games Xbox One Games,video game video game xbox one game
Video Games,"Button LCD for 3DS XL, YTTL Replacement Parts Accessories Lower Screen Display for Nintendo 3DS XL System Games Console",4.2,38,"['Replacement Accessories bottom LCD for the Nintendo 3DS XL', 'Great Replacement for your 3DS XL broken, damaged or bleeding screen.', 'FOR Nintendo 3DS XL model only, not fit for NEW 3DS XL (2015 verstion)', '100% test before shipping', 'Package Includes:1 x Replacement TFT LCD, 1 X Screen Protector']","['Bottom / Lower LCD for Nintendo 3DS XL system Easy to install, for use in 3DS XL LL N3DS only', 'Note', 'Only fit for 3DS XL, not fit for New 3DS XL (2015 )']",19.41,"[{'thumb': 'https://m.media-amazon.com/images/I/31jo+qFcC8L._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/31jo+qFcC8L.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/61LR7NoNSxL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41p813KBbPL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41p813KBbPL.jpg', 'variant': 'PT01', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/31-Vj3UkLIL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/31-Vj3UkLIL.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/51-nfMuf+RL._SL1000_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51bqCZLgUJL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51bqCZLgUJL.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/611ClzYBKdL._SL1000_.jpg'}]",[],YTTL,[],"{'Pricing': 'The strikethrough price is the List Price. Savings represents a discount off the List Price.', 'Package Dimensions': '7.9 x 4.9 x 1.2 inches; 0.16 Ounces', 'Type of item': 'Video Game', 'Is Discontinued By Manufacturer': 'No', 'Item Weight': '0.16 ounces', 'Manufacturer': 'YTTL', 'Date First Available': 'August 27, 2016'}",B01L3M5SKK,,Video Games ,video game
Video Games,"KontrolFreek GamerPack VX for Xbox One Controller | Performance Thumbsticks | 3 High-Rise, 1 Mid-Rise Concave | Black/Orange",4.2,130,"['Increases overall accuracy and control', 'Battle tested by today’s top eSports pros', 'Proven to increase player Kill/Death Ratio', 'Reduces wrist, hand and thumb fatigue']",[],23.98,"[{'thumb': 'https://m.media-amazon.com/images/I/51bSbroyvfL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51bSbroyvfL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71HKOsK9HLL._SL1024_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41aKggXca9L._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41aKggXca9L.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/61EbsZGy8nL._SL1024_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41Awj79lyhL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41Awj79lyhL.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/51o9r7Rq4mL._SL1024_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41MJthJf9gL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41MJthJf9gL.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/51UQWwBzHLL._SL1024_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41iFswHr5VL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41iFswHr5VL.jpg', 'variant': 'PT04', 'hi_res': 'https://m.media-amazon.com/images/I/61m69q121bL._SL1050_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51EOXkzp+oL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51EOXkzp+oL.jpg', 'variant': 'PT05', 'hi_res': 'https://m.media-amazon.com/images/I/71HvWB1K3DL._SL1050_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41OxWPfenXL._SX38_SY50_CR,0,0,38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/41OxWPfenXL.jpg', 'variant': 'PT06', 'hi_res': 'https://m.media-amazon.com/images/I/61NLsBlb1bL._SL1050_.jpg'}]",[],KontrolFreek,"['Video Games', 'Xbox One', 'Accessories', 'Thumb Grips']","{'Best Sellers Rank': {'Video Games': 79631, 'Xbox One Thumb Grips': 151}, 'Pricing': 'The strikethrough price is the List Price. Savings represents a discount off the List Price.', 'Product Dimensions': '0.9 x 0.9 x 0.4 inches; 0.4 Ounces', 'Type of item': 'Accessory', 'Rated': 'Kids to Adults', 'Item model number': '3010-XB1', 'Is Discontinued By Manufacturer': 'No', 'Item Weight': '0.4 ounces', 'Manufacturer': 'KontrolFreek', 'Date First Available': 'November 25, 2014'}",B00Q538I46,,Video Games Video Games Xbox One Accessories Thumb Grips,video game video game xbox one accessory thumb grip
